MarketDate,Name,MarketPrice,NewPrices
07/08/2018,Safaricom Ltd Ord 0.05,28,28.75
08/08/2018,Safaricom Ltd Ord 0.05,28.75,28.75
09/08/2018,Safaricom Ltd Ord 0.05,28.75,28.25
10/08/2018,Safaricom Ltd Ord 0.05,28.25,28.5
13/08/2018,Safaricom Ltd Ord 0.05,28.5,28.75
14/08/2018,Safaricom Ltd Ord 0.05,28.75,29
15/08/2018,Safaricom Ltd Ord 0.05,29,28.75
16/08/2018,Safaricom Ltd Ord 0.05,28.75,29
17/08/2018,Safaricom Ltd Ord 0.05,29,29
20/08/2018,Safaricom Ltd Ord 0.05,29,29
22/08/2018,Safaricom Ltd Ord 0.05,29,29
23/08/2018,Safaricom Ltd Ord 0.05,29,29
24/08/2018,Safaricom Ltd Ord 0.05,29,29
27/08/2018,Safaricom Ltd Ord 0.05,29,29.75
28/08/2018,Safaricom Ltd Ord 0.05,29.75,29.75
29/08/2018,Safaricom Ltd Ord 0.05,29.75,29.5
30/08/2018,Safaricom Ltd Ord 0.05,29.5,28.25
31/08/2018,Safaricom Ltd Ord 0.05,28.25,27.75
03/09/2018,Safaricom Ltd Ord 0.05,27.75,28.25
04/09/2018,Safaricom Ltd Ord 0.05,28.25,27.75
05/09/2018,Safaricom Ltd Ord 0.05,27.75,27.75
06/09/2018,Safaricom Ltd Ord 0.05,27.75,27.5
07/09/2018,Safaricom Ltd Ord 0.05,27.5,27.25
10/09/2018,Safaricom Ltd Ord 0.05,27.25,27
11/09/2018,Safaricom Ltd Ord 0.05,27,27
12/09/2018,Safaricom Ltd Ord 0.05,27,26.25
13/09/2018,Safaricom Ltd Ord 0.05,26.25,26.5
14/09/2018,Safaricom Ltd Ord 0.05,26.5,26.5
17/09/2018,Safaricom Ltd Ord 0.05,26.5,26.75
18/09/2018,Safaricom Ltd Ord 0.05,26.75,26.5
19/09/2018,Safaricom Ltd Ord 0.05,26.5,24.75
20/09/2018,Safaricom Ltd Ord 0.05,24.75,24
21/09/2018,Safaricom Ltd Ord 0.05,24,25
24/09/2018,Safaricom Ltd Ord 0.05,25,24.75
25/09/2018,Safaricom Ltd Ord 0.05,24.75,24.75
26/09/2018,Safaricom Ltd Ord 0.05,24.75,24.75
27/09/2018,Safaricom Ltd Ord 0.05,24.75,24.5
28/09/2018,Safaricom Ltd Ord 0.05,24.5,24
01/10/2018,Safaricom Ltd Ord 0.05,24,24.25
02/10/2018,Safaricom Ltd Ord 0.05,24.25,24.25
03/10/2018,Safaricom Ltd Ord 0.05,24.25,24.5
04/10/2018,Safaricom Ltd Ord 0.05,24.5,24.75
05/10/2018,Safaricom Ltd Ord 0.05,24.75,24.5
08/10/2018,Safaricom Ltd Ord 0.05,24.5,24.5
09/10/2018,Safaricom Ltd Ord 0.05,24.5,24
11/10/2018,Safaricom Ltd Ord 0.05,24,23
12/10/2018,Safaricom Ltd Ord 0.05,23,22.25
15/10/2018,Safaricom Ltd Ord 0.05,22.25,23.5
16/10/2018,Safaricom Ltd Ord 0.05,23.5,23.75
17/10/2018,Safaricom Ltd Ord 0.05,23.75,23.5
18/10/2018,Safaricom Ltd Ord 0.05,23.5,23.75
19/10/2018,Safaricom Ltd Ord 0.05,23.75,23.75
22/10/2018,Safaricom Ltd Ord 0.05,23.75,23.75
23/10/2018,Safaricom Ltd Ord 0.05,23.75,23.5
24/10/2018,Safaricom Ltd Ord 0.05,23.5,23.5
25/10/2018,Safaricom Ltd Ord 0.05,23.5,23.5
26/10/2018,Safaricom Ltd Ord 0.05,23.5,23.5
29/10/2018,Safaricom Ltd Ord 0.05,23.5,23.5
30/10/2018,Safaricom Ltd Ord 0.05,23.5,23.25
31/10/2018,Safaricom Ltd Ord 0.05,23.25,23.5
01/11/2018,Safaricom Ltd Ord 0.05,23.5,24.5
02/11/2018,Safaricom Ltd Ord 0.05,24.5,23.75
05/11/2018,Safaricom Ltd Ord 0.05,23.75,22.5
06/11/2018,Safaricom Ltd Ord 0.05,22.5,22.75
07/11/2018,Safaricom Ltd Ord 0.05,22.75,23.25
08/11/2018,Safaricom Ltd Ord 0.05,23.25,24.25
09/11/2018,Safaricom Ltd Ord 0.05,24.25,24.25
12/11/2018,Safaricom Ltd Ord 0.05,24.25,24.25
13/11/2018,Safaricom Ltd Ord 0.05,24.25,24
14/11/2018,Safaricom Ltd Ord 0.05,24,23.75
15/11/2018,Safaricom Ltd Ord 0.05,23.75,23.75
16/11/2018,Safaricom Ltd Ord 0.05,23.75,23.5
19/11/2018,Safaricom Ltd Ord 0.05,23.5,23.5
20/11/2018,Safaricom Ltd Ord 0.05,23.5,23.75
21/11/2018,Safaricom Ltd Ord 0.05,23.75,23.75
22/11/2018,Safaricom Ltd Ord 0.05,23.75,23.75
23/11/2018,Safaricom Ltd Ord 0.05,23.75,23.8
26/11/2018,Safaricom Ltd Ord 0.05,23.8,23.8
27/11/2018,Safaricom Ltd Ord 0.05,23.8,23.8
28/11/2018,Safaricom Ltd Ord 0.05,23.8,23.75
29/11/2018,Safaricom Ltd Ord 0.05,23.75,23.75
30/11/2018,Safaricom Ltd Ord 0.05,23.75,23.75
03/12/2018,Safaricom Ltd Ord 0.05,23.75,23.6
04/12/2018,Safaricom Ltd Ord 0.05,23.6,23.65
05/12/2018,Safaricom Ltd Ord 0.05,23.65,23.4
06/12/2018,Safaricom Ltd Ord 0.05,23.4,23
07/12/2018,Safaricom Ltd Ord 0.05,23,22.65
10/12/2018,Safaricom Ltd Ord 0.05,22.65,22.05
11/12/2018,Safaricom Ltd Ord 0.05,22.05,22.15
13/12/2018,Safaricom Ltd Ord 0.05,22.15,22.9
14/12/2018,Safaricom Ltd Ord 0.05,22.9,23
17/12/2018,Safaricom Ltd Ord 0.05,23,23
18/12/2018,Safaricom Ltd Ord 0.05,23,22.9
19/12/2018,Safaricom Ltd Ord 0.05,22.9,22.45
20/12/2018,Safaricom Ltd Ord 0.05,22.45,22.3
21/12/2018,Safaricom Ltd Ord 0.05,22.3,22.6
24/12/2018,Safaricom Ltd Ord 0.05,22.6,22.6
27/12/2018,Safaricom Ltd Ord 0.05,22.6,22.85
28/12/2018,Safaricom Ltd Ord 0.05,22.85,22.2
31/12/2018,Safaricom Ltd Ord 0.05,22.2,22.25
02/01/2019,Safaricom Ltd Ord 0.05,22.25,22.15
03/01/2019,Safaricom Ltd Ord 0.05,22.15,21.3
04/01/2019,Safaricom Ltd Ord 0.05,21.3,21.45
07/01/2019,Safaricom Ltd Ord 0.05,21.45,22
08/01/2019,Safaricom Ltd Ord 0.05,22,22.3
09/01/2019,Safaricom Ltd Ord 0.05,22.3,23
10/01/2019,Safaricom Ltd Ord 0.05,23,23.4
11/01/2019,Safaricom Ltd Ord 0.05,23.4,23.5
14/01/2019,Safaricom Ltd Ord 0.05,23.5,23.5
15/01/2019,Safaricom Ltd Ord 0.05,23.5,23.8
16/01/2019,Safaricom Ltd Ord 0.05,23.8,23.75
17/01/2019,Safaricom Ltd Ord 0.05,23.75,23.7
18/01/2019,Safaricom Ltd Ord 0.05,23.7,23.5
21/01/2019,Safaricom Ltd Ord 0.05,23.5,23.3
22/01/2019,Safaricom Ltd Ord 0.05,23.3,23.25
23/01/2019,Safaricom Ltd Ord 0.05,23.25,23.2
24/01/2019,Safaricom Ltd Ord 0.05,23.2,23.45
25/01/2019,Safaricom Ltd Ord 0.05,23.45,23.45
28/01/2019,Safaricom Ltd Ord 0.05,23.45,23.45
29/01/2019,Safaricom Ltd Ord 0.05,23.45,23.7
30/01/2019,Safaricom Ltd Ord 0.05,23.7,23.85
31/01/2019,Safaricom Ltd Ord 0.05,23.85,25.5
01/02/2019,Safaricom Ltd Ord 0.05,25.5,26
04/02/2019,Safaricom Ltd Ord 0.05,26,26.5
05/02/2019,Safaricom Ltd Ord 0.05,26.5,26.9
06/02/2019,Safaricom Ltd Ord 0.05,26.9,27.05
07/02/2019,Safaricom Ltd Ord 0.05,27.05,26.85
